moped_component_id,component_name,component_name_full,component_subtype,component_work_types,type_name,line_geometry,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
884,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((630970.1082391813 3342117.493537129, 630777.3598027955 3342214.725454061, 630498.6370437626 3342373.682416934, 630275.9704082696 3342499.830893596, 630066.3388837399 3342621.057134097, 629928.0329765396 3342701.327734789, 629841.0982709553 3342751.740086484, 629702.2601995106 3342833.069513773, 629448.5536699629 3342978.050769623, 629282.3391114715 3343080.092299229, 629116.0503165417 3343173.002944547))",2017-08-14 05:00:00+00:00,0.28549096238397653,0.2060309775072273,-0.07945998487674924,0.0,0.0,0.0,0.09516365412799217,0.09013855265941194,-0.005025101468580234,0.0,0.0,0.0,60999.90229604299,102204.24177967894,41204.33948363595
885,Lighting,Lighting - Street lighting,Street lighting,NA,NA,"MULTILINESTRING ((627367.871859484 3344192.807522098, 628640.8356332054 3343487.570602494, 628585.1430266015 3343385.669814979, 628621.4677619193 3343355.968813208, 628663.622159507 3343341.694987376, 628987.0574879164 3343137.722941316, 629003.7400977556 3343117.411895582, 629033.3662553888 3343117.048597624, 629645.4144185106 3342791.239133044, 630210.4771538819 3342472.638518624, 630653.6907722556 3342223.024416679, 630948.9324882636 3342055.44106549, 631266.8547087036 3341874.504385884, 631379.4379720624 3341776.584351888, 631539.4155318136 3341619.05992366, 631988.7064896519 3341365.917299822, 632194.1831187203 3341214.132777649, 632295.3706247243 3341131.985501904, 632339.2255344491 3341083.826325813, 632358.0486467775 3341078.035619152, 632450.4427809264 3340987.977380681, 632467.7524623829 3340950.497384466, 632654.6717210478 3340789.466196493, 632746.3741435318 3340759.767833947, 632885.6989332146 3340600.908196868, 632947.0019486623 3340594.748631695, 633020.8578579276 3340619.884293277))",2017-08-14 05:00:00+00:00,0.5657880022008682,0.2926461728573872,-0.273141829343481,0.005601861407929389,0.0007503748021984287,-0.00485148660573096,0.3585191301074809,0.20410194619797262,-0.15441718390950826,0.005601861407929389,0.0007503748021984287,-0.00485148660573096,191250.3493974133,110621.00371489456,-80629.34568251873
886,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((627367.871859484 3344192.807522098, 627618.6879194856 3344065.637049409, 627838.0862628439 3343940.850780518, 628120.2421146234 3343781.31056048, 628640.8356332054 3343487.570602494, 628584.5389198719 3343387.166185174, 628621.4677619193 3343355.968813208, 628663.622159507 3343341.694987376, 628877.7960420134 3343202.556702944, 628987.0574879164 3343137.722941316, 629003.7400977556 3343117.411895582, 629033.3662553888 3343117.048597624, 629094.3454576144 3343084.553717433, 629672.9892247797 3342776.562008268, 630318.9336186452 3342411.311446985, 630945.2260694758 3342051.234413275, 631101.4915028538 3341966.922206818, 631266.804405031 3341868.446102058, 631379.4379720624 3341776.584351888, 631539.4155318136 3341619.05992366, 631780.6479258029 3341485.935664533, 631988.7064896519 3341365.917299822, 632144.4873502996 3341254.477242318, 632295.3706247243 3341131.985501904, 632339.2255344491 3341083.826325813, 632358.0486467775 3341078.035619152, 632450.4427809264 3340987.977380681, 632467.7524623829 3340950.497384466, 632654.6717210478 3340789.466196493, 632746.3741435318 3340759.767833947, 632852.8175759485 3340637.821311936, 632885.6989332146 3340600.908196868, 632947.0019486623 3340594.748631695, 633020.8578579276 3340619.884293277))",2017-08-14 05:00:00+00:00,0.5657880022008682,0.29333734544402784,-0.2724506567568404,0.005601861407929389,0.0007579776368062735,-0.004843883771123115,0.3585191301074809,0.20389598430088757,-0.1546231458065933,0.005601861407929389,0.0007579776368062735,-0.004843883771123115,191250.3493974133,110748.11251376462,-80502.23688364867
887,Lighting,Lighting - Street lighting,Street lighting,NA,NA,"MULTILINESTRING ((629116.0503165417 3343173.002944547, 629410.6679418854 3343001.30931371, 629841.0982709553 3342751.740086484, 630408.2826616308 3342424.871340926, 630777.3598027955 3342214.725454061, 630970.1082391813 3342117.493537129))",2017-08-14 05:00:00+00:00,0.28549096238397653,0.2060309775072273,-0.07945998487674924,0.0,0.0,0.0,0.09516365412799217,0.09013855265941194,-0.005025101468580234,0.0,0.0,0.0,60999.90229604299,102204.24177967894,41204.33948363595
888,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((613078.5651520734 3340459.45227167, 612948.0641592671 3340518.099244338, 612814.0336946412 3340536.601141658, 612701.980661829 3340486.48063311, 612634.9650889939 3340435.643282116, 612597.4756662656 3340420.229152851, 612587.2893788565 3340418.247370682, 612555.5950117989 3340413.46660326, 612521.3449378567 3340414.1502238, 612486.9595401059 3340416.134646095, 612301.0365683695 3340520.910405715))",2015-03-27 05:00:00+00:00,1.9338186631369954,0.22967060234167783,-1.7041480607953174,0.0,0.0,0.0,1.9338186631369954,0.1486103897504974,-1.785208273386498,0.0,0.0,0.0,549204.5003309067,80668.42156365636,-468536.07876725035
889,Bike Lane,Bike Lane,NA,Parking Mod,NA,"MULTILINESTRING ((620291.5199805448 3349013.989534795, 620355.0013371281 3349220.759775074, 620421.2772850444 3349431.762916404))",2012-12-03 06:00:00+00:00,0.6667782274013448,0.21167923499906857,-0.45509899240227625,0.0,0.0,0.0,0.40006693644080693,0.13607950821368694,-0.26398742822711996,0.0,0.0,0.0,183897.4351172909,59035.82664670452,-124861.60847058639
890,Signal,Signal - Traffic,Traffic,Modification,NA,"LINESTRING (623014.7282224346 3355924.271133664, 623014.5937253262 3355922.905491377, 623014.1953720194 3355921.592293581, 623013.5485528599 3355920.382146747, 623012.6780338107 3355919.321329455, 623011.6171985846 3355918.450786259, 623010.4070161131 3355917.803899215, 623009.0938393151 3355917.405576302, 623007.7282639199 3355917.271130131, 623006.3626363 3355917.405584784, 623005.0495114727 3355917.803990948, 623003.8392558238 3355918.450844664, 623002.7784938631 3355919.321399917, 623001.9079881235 3355920.382088094, 623001.2610809315 3355921.592273884, 623000.8627192533 3355922.905463543, 623000.7282810349 3355924.271065124, 623000.8627798422 3355925.636707189, 623001.2611345596 3355926.949904456, 623001.9079546182 3355928.16005054, 623002.7784739232 3355929.220866975, 623003.8392125799 3355930.09140825, 623005.0494901463 3355930.738295692, 623006.3626654386 3355931.136618175, 623007.7282390994 3355931.271064235, 623009.0938650167 3355931.136609805, 623010.4069884372 3355930.73820417, 623011.6172431832 3355930.091351203, 623012.6780048895 3355929.22079681, 623013.5485110569 3355928.160109467, 623014.1954192953 3355926.949924361, 623014.593782478 3355925.636735134, 623014.7282224346 3355924.271133664)",2019-05-10 05:00:00+00:00,0.19353984059346918,NA,NA,0.0,NA,NA,0.19353984059346918,NA,NA,0.0,NA,NA,54965.31472854525,NA,NA
893,Crossing Island,Crossing Island - Ped,Ped,Parking Mod,NA,"LINESTRING (622711.083967036 3356080.065413029, 622710.9494350998 3356078.699775382, 622710.5510512242 3356077.386700239, 622709.9042106329 3356076.176461131, 622709.0336764129 3356075.115668407, 622707.9729302496 3356074.245155936, 622706.7627490649 3356073.598302466, 622705.4495831166 3356073.199904941, 622704.0839291335 3356073.065495153, 622702.7183263333 3356073.199987085, 622701.4051377545 3356073.598316995, 622700.1949183675 3356074.245203376, 622699.1341976415 3356075.115676218, 622698.2636366945 3356076.176497218, 622697.6167722512 3356077.38669986, 622697.2184534998 3356078.69978867, 622697.0839568967 3356080.065502717, 622697.2183956426 3356081.431028231, 622697.6167796794 3356082.744213674, 622698.2636211715 3356083.954452032, 622699.1341556475 3356085.015243898, 622700.1949013829 3356085.885755532, 622701.4051776601 3356086.532609399, 622702.7182472108 3356086.930894583, 622704.0838982124 3356087.065415086, 622705.4495954487 3356086.930924463, 622706.7626864815 3356086.532593999, 622707.9729049678 3356085.885708367, 622709.0336254367 3356085.015236382, 622709.9041868114 3356083.954416218, 622710.5510523013 3356082.74421426, 622710.9494686971 3356081.431126965, 622711.083967036 3356080.065413029)",2019-05-10 05:00:00+00:00,0.16477546851797317,0.34942400446446364,0.18464853594649047,0.0,0.0,0.0,0.14646708312708726,0.6988480089289273,0.5523809258018401,0.0,0.0,0.0,74277.11953082413,198472.83453581535,124195.71500499122
894,Signal,Signal - Traffic,Traffic,Modification,NA,"LINESTRING (622713.6928538427 3356085.146583734, 622713.5584184686 3356083.780947114, 622713.1600351224 3356082.46787185, 622712.5131951487 3356081.257632559, 622711.6426616036 3356080.196839599, 622710.5819161551 3356079.326326844, 622709.3716395525 3356078.679471974, 622708.0585704476 3356078.281075192, 622706.6929171203 3356078.146665055, 622705.3273149072 3356078.28115664, 622704.0141268205 3356078.679486222, 622702.8039078116 3356079.326372305, 622701.7431873375 3356080.196844889, 622700.8726265058 3356081.257665683, 622700.2257620371 3356082.46786818, 622699.8274431177 3356083.780956907, 622699.6929462139 3356085.146670939, 622699.827383292 3356086.512307336, 622700.225768044 3356087.825382071, 622700.8726089209 3356089.035620613, 622701.7431427194 3356090.096412716, 622702.8038877414 3356090.966924634, 622704.0141632975 3356091.613778817, 622705.3272308969 3356092.012175168, 622706.6928824884 3356092.146585195, 622708.05857914 3356092.012094916, 622709.3716696795 3356091.613764781, 622710.5818877865 3356090.966879447, 622711.6426080033 3356090.09640772, 622712.5131692643 3356089.035587762, 622713.1600347793 3356087.825385951, 622713.558355203 3356086.512297654, 622713.6928538427 3356085.146583734)",2019-05-10 05:00:00+00:00,0.20185200414480503,0.34942400446446364,0.1475720003196586,0.0,0.0,0.0,0.086508001776345,0.6988480089289273,0.6123400071525823,0.0,0.0,0.0,45157.1769272521,198472.83453581535,153315.65760856326
895,Signal,Signal - Traffic,Traffic,Modification,NA,"LINESTRING (623435.1787790615 3355722.412773617, 623435.0442343039 3355721.047123779, 623434.6459209311 3355719.734020394, 623433.9990379327 3355718.523846732, 623433.1285398115 3355717.463106192, 623432.0677157872 3355716.592521892, 623430.8575318558 3355715.945699126, 623429.5443434524 3355715.547326006, 623428.1787454955 3355715.412827902, 623426.813083978 3355715.547341716, 623425.500013811 3355715.945699556, 623424.2898055868 3355716.592509098, 623423.2289895406 3355717.463024979, 623422.3584251801 3355718.523792021, 623421.7115544205 3355719.734066391, 623421.3132328469 3355721.047132507, 623421.1787394491 3355722.412841177, 623421.3132859092 3355723.778490788, 623421.7116006898 3355725.091593645, 623422.3584845871 3355726.301766556, 623423.2289829637 3355727.36250624, 623424.2898065597 3355728.233089705, 623425.4999894456 3355728.879911784, 623426.8130802009 3355729.278283385, 623428.1787725646 3355729.412782464, 623429.5444323807 3355729.278268876, 623430.85750114 3355728.879911564, 623432.0677084629 3355728.233102773, 623433.1285242536 3355727.362587749, 623433.9990890436 3355726.301821544, 623434.6459608488 3355725.091547858, 623435.0442839293 3355723.778482173, 623435.1787790615 3355722.412773617)",2019-05-10 05:00:00+00:00,0.25082262725686,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12791.953990099859,NA,NA
896,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Parking Mod,NA,"MULTILINESTRING ((622706.0607780517 3356085.636192217, 623376.5293907995 3355726.246453958, 623412.0138561946 3355730.99146344))",2019-05-10 05:00:00+00:00,0.2422187659567864,0.4278168419234827,0.18559807596669628,0.0,0.0,0.0,0.18912972136351816,0.19745392704160739,0.008324205678089225,0.0,0.0,0.0,98944.7068607037,133133.31030780377,34188.60344710006
897,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,"MULTILINESTRING ((621011.8262791989 3359188.790187465, 621031.7416590502 3359183.887379315, 621065.2298778206 3359175.643067913, 621207.4207379651 3359108.077638492, 621429.266293266 3358999.706477121))",2015-04-06 05:00:00+00:00,0.5482519231971981,0.1778309733436118,-0.37042094985358626,0.0,0.0,0.0,0.1827506410657327,0.0889154866718059,-0.09383515439392678,0.0,0.0,0.0,89182.31284007756,58028.46948918732,-31153.843350890238
898,Bike Lane,Bike Lane - Buffered,Buffered,Lane Conversion,NA,"MULTILINESTRING ((621518.0578105431 3359168.004442363, 621469.5520831803 3359080.47070461, 621429.266293266 3358999.706477121, 621411.8548196029 3358934.770413309, 621425.5718494748 3358871.743498332, 621470.2262451025 3358729.756306869, 621504.6192267172 3358629.761063831, 621625.5586704157 3358563.49068627, 621745.9619359346 3358495.495677361))",2015-04-06 05:00:00+00:00,0.4738180801727187,0.20164372397793034,-0.27217435619478836,0.0,0.0,0.0,0.3384414858376562,0.1472319254442031,-0.1912095603934531,0.0,0.0,0.0,180105.02110336712,66078.32827816463,-114026.6928252025
900,Bike Lane,Bike Lane,NA,Reinstall,NA,"MULTILINESTRING ((622154.9132385036 3355049.86622702, 621984.398577704 3355140.509768166, 621895.6879399576 3355188.527296161, 621801.5430674066 3355240.878673853, 621710.1146443895 3355291.063275803, 621625.0594741345 3355335.764002098, 621529.6287328742 3355385.917618864, 621413.9524935356 3355447.065285265, 621299.5137205711 3355509.721575441))",2015-04-22 05:00:00+00:00,0.37630069713932485,0.22377886583989828,-0.15252183129942656,0.0,0.0,0.0,0.3951157319962911,0.1273818159396344,-0.26773391605665664,0.0,0.0,0.0,279459.7127305196,52154.24674782491,-227305.46598269467
901,Project Extent - Generic,Project Extent - Generic,NA,Remove Double Yellow,NA,"MULTILINESTRING ((622780.438231514 3357940.496630336, 622872.089561036 3357950.200633724, 622947.7471176687 3357909.604232926, 623169.8623046726 3357789.590816016))",2015-05-07 05:00:00+00:00,0.39265397536394175,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,60076.05823068309,NA,NA
902,Project Extent - Generic,Project Extent - Generic,NA,Remove Double Yellow,NA,"MULTILINESTRING ((623169.8623046726 3357789.590816016, 623291.8553927077 3357722.43649157, 623513.4673612622 3357601.661704553))",2016-02-03 06:00:00+00:00,0.286048452747751,0.27953766073206987,-0.0065107920156811105,0.0,0.00716763232646333,0.00716763232646333,0.24088290757705344,0.25803476375267986,0.017151856175626423,0.0,0.00716763232646333,0.00716763232646333,105965.89656131816,180968.38097854616,75002.484417228
903,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((621745.9619359346 3358495.495677361, 621847.1621234789 3358433.971128704, 621931.7871119468 3358387.170468727, 622017.4882171782 3358340.184967899, 622108.986074784 3358292.56710173))",2016-01-11 06:00:00+00:00,0.35391283283466785,0.23521373025470912,-0.11869910257995872,0.0,0.0,0.0,0.2582607158523252,0.19692312300394252,-0.061337592848382666,0.0,0.0,0.0,132200.79088129578,90141.55955505469,-42059.23132624109
904,Project Extent - Generic,Project Extent - Generic,NA,Remove Double Yellow,NA,"MULTILINESTRING ((622108.986074784 3358292.56710173, 622201.8914848113 3358243.206149138, 622280.1498430693 3358202.612187109, 622350.3820105884 3358163.658435103, 622660.6689112697 3357991.026977919, 622759.4620262242 3357938.619202189, 622780.438231514 3357940.496630336))",2016-02-03 06:00:00+00:00,0.3934823592782117,0.39983579638752054,0.006353437109308857,0.0,0.0,0.0,0.13116078642607057,0.2498973727422003,0.11873658631612974,0.0,0.0,0.0,64006.463775922435,197968.6986863711,133962.23491044866
906,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),New,NA,"MULTILINESTRING ((620220.839301899 3354372.765919911, 620229.1080497762 3354381.306018515, 620238.832764903 3354386.149805663, 620246.8805656579 3354379.709683893, 620248.1977337862 3354365.258368479, 620250.8083868611 3354350.181317871, 620247.6766009572 3354330.81632232, 620249.6708908986 3354313.300097604, 620248.5974474252 3354293.957675172, 620242.9991457126 3354288.263211354))",2020-08-07 05:00:00+00:00,0.1888369487947265,NA,NA,0.0,NA,NA,0.1888369487947265,NA,NA,0.0,NA,NA,43999.009069171276,NA,NA
909,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,Parking Mod,NA,"MULTILINESTRING ((619841.3271464012 3354966.503051997, 619686.5707051221 3354666.57958291, 619681.4865036032 3354640.318750873, 619687.2425172594 3354613.261071913, 619786.4037091357 3354378.874102197, 619937.9029547785 3354026.874380802))",2020-08-01 05:00:00+00:00,0.1796076244469051,0.59760304323521,0.4179954187883049,0.0,0.0,0.0,0.11713540724798159,0.418322130264647,0.3011867230166654,0.0,0.0,0.0,53507.45403087799,152329.015720655,98821.56168977701
911,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((619845.9036347603 3354951.780701541, 619849.2380501439 3354939.438737611, 619828.9563257162 3354903.693554678, 619818.8696407479 3354890.264922131, 619702.1113279535 3354668.60918426, 619694.4220995075 3354650.171097603, 619694.3510407761 3354631.640020709, 619700.774383763 3354612.27607114, 619827.4204317896 3354310.638276907, 619935.6177046197 3354058.115716632))",2020-08-01 05:00:00+00:00,0.18364653384451007,0.59760304323521,0.4139565093906999,0.0,0.0,0.0,0.12243102256300673,0.418322130264647,0.2958911077016403,0.0,0.0,0.0,56545.642278028674,152329.015720655,95783.37344262633
